SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100089,0,Cash loans,M,N,Y,0,135000.0,337761.0,15781.5,256500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-9666,-2811,-4437.0,-2342,,1,1,0,1,1,0,Laborers,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,,0.5500579930157645,0.5352762504724826,0.0722,0.0752,0.6508,0.6736,0.008,0.0,0.1379,0.1667,0.2083,0.0671,0.0664,0.0639,0.0039,0.0029,0.063,0.0653,0.0,0.6864,0.0081,0.0,0.1379,0.1667,0.2083,0.0581,0.0725,0.0555,0.0039,0.0031,0.0729,0.08,0.9762,0.6779999999999999,0.0081,0.0,0.1379,0.1667,0.2083,0.0659,0.0676,0.0701,0.0039,0.003,reg oper account,block of flats,0.0472,Panel,No,2.0,0.0,2.0,0.0,-92.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
100144,0,Cash loans,F,N,N,0,112500.0,535500.0,30028.5,535500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.028663,-16759,-4560,-3079.0,-296,,1,1,0,1,0,0,Sales staff,1.0,2,2,THURSDAY,17,0,0,0,0,0,0,Self-employed,,0.6116366959675879,,0.0845,0.0651,0.9757,0.6668,0.0506,0.0,0.1379,0.1667,0.2083,0.0421,0.0605,0.0641,0.0386,0.0241,0.0861,0.0675,0.9757,0.6798,0.051,0.0,0.1379,0.1667,0.2083,0.043,0.0661,0.0668,0.0389,0.0255,0.0854,0.0651,0.9757,0.6713,0.0509,0.0,0.1379,0.1667,0.2083,0.0428,0.0616,0.0652,0.0388,0.0246,reg oper account,block of flats,0.0833,Panel,No,9.0,2.0,9.0,0.0,-1282.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100145,0,Cash loans,F,Y,Y,1,202500.0,260725.5,16789.5,198000.0,Family,Working,Secondary / secondary special,Separated,House / apartment,0.01885,-16282,-4375,-762.0,-1494,8.0,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,Self-employed,0.6470448716896019,0.7464864055627681,0.7394117535524816,0.0928,0.1,0.9801,0.728,0.0463,0.0,0.2069,0.1667,0.2083,0.0437,0.0756,0.0903,0.0,0.0,0.0945,0.1038,0.9801,0.7387,0.0467,0.0,0.2069,0.1667,0.2083,0.0447,0.0826,0.0941,0.0,0.0,0.0937,0.1,0.9801,0.7316,0.0466,0.0,0.2069,0.1667,0.2083,0.0445,0.077,0.0919,0.0,0.0,reg oper spec account,block of flats,0.071,Panel,No,6.0,0.0,6.0,0.0,-1782.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
100149,0,Cash loans,M,Y,N,0,171000.0,539590.5,26374.5,445500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-9203,-481,-1642.0,-1639,4.0,1,1,0,1,0,0,Low-skill Laborers,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,Self-employed,0.0531827887508412,0.1644631394414229,0.0920128093981064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-395.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100152,0,Cash loans,F,N,Y,0,157500.0,254412.0,9720.0,166500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.010032,-16083,-2764,-7358.0,-4654,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,,0.1654420733377721,0.7490217048463391,0.0742,0.0457,0.9821,0.7552,0.0,0.08,0.069,0.3333,0.375,0.0,0.0605,0.0783,0.0,0.0,0.0756,0.0474,0.9821,0.7648,0.0,0.0806,0.069,0.3333,0.375,0.0,0.0661,0.0815,0.0,0.0,0.0749,0.0457,0.9821,0.7585,0.0,0.08,0.069,0.3333,0.375,0.0,0.0616,0.0797,0.0,0.0,reg oper account,block of flats,0.0752,Panel,No,0.0,0.0,0.0,0.0,-1761.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
100154,0,Revolving loans,M,N,N,0,144000.0,180000.0,9000.0,180000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.030755,-12157,-2995,-4055.0,-267,,1,1,0,1,0,0,Drivers,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Self-employed,0.1273929466752516,0.4949615763457107,0.7380196196295241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100161,0,Cash loans,F,N,Y,0,90000.0,370629.0,13972.5,306000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00712,-16219,-2599,-9329.0,-4325,,1,1,0,1,0,0,Sales staff,2.0,2,2,MONDAY,9,0,0,0,0,1,1,Self-employed,,0.2653117484731741,0.3170317785834444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-306.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100164,0,Cash loans,F,Y,N,1,450000.0,407434.5,43362.0,387000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.0105,-16097,-2630,-110.0,-3852,3.0,1,1,0,1,0,0,Core staff,3.0,3,3,WEDNESDAY,17,0,0,0,0,0,0,Self-employed,,0.6220298665860468,0.3280631605201915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-845.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100174,0,Revolving loans,F,N,Y,2,180000.0,225000.0,11250.0,225000.0,"Spouse, partner",Working,Incomplete higher,Married,Municipal apartment,0.032561,-14597,-1997,-8491.0,-3681,,1,1,1,1,1,0,Sales staff,4.0,1,1,FRIDAY,15,0,0,0,0,0,0,Self-employed,,0.7047931325938472,0.5656079814115492,0.0557,,0.9752,,,0.04,0.0345,0.3333,,0.0361,,0.0383,,0.0028,0.0567,,0.9752,,,0.0403,0.0345,0.3333,,0.0369,,0.04,,0.003,0.0562,,0.9752,,,0.04,0.0345,0.3333,,0.0367,,0.039,,0.0029,,,0.0308,Panel,No,0.0,0.0,0.0,0.0,-307.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100177,0,Cash loans,M,N,N,1,112500.0,312682.5,33309.0,297000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010643,-14311,-334,-8401.0,-4248,,1,1,1,1,0,0,,3.0,2,2,THURSDAY,10,0,1,1,0,1,1,Self-employed,0.3193565368929654,0.6036550365741279,0.5954562029091491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-328.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100178,0,Cash loans,F,N,Y,0,119250.0,679500.0,28917.0,679500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.0088659999999999,-19286,-1485,-7887.0,-2835,,1,1,1,1,1,0,,1.0,2,2,MONDAY,13,0,0,0,0,0,0,Self-employed,0.7233712633792718,0.7651254360605889,0.4170996682522097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2085.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100197,0,Cash loans,F,N,N,2,157500.0,497520.0,28692.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003813,-12019,-1148,-682.0,-2588,,1,1,0,1,0,0,Sales staff,4.0,2,2,MONDAY,11,0,0,0,0,0,0,Self-employed,0.7217605119102734,0.4722858229404335,,0.0763,0.041,0.9796,,,0.0,0.1379,0.1667,,,,0.0558,,0.0242,0.0777,0.0425,0.9796,,,0.0,0.1379,0.1667,,,,0.0581,,0.0256,0.077,0.041,0.9796,,,0.0,0.1379,0.1667,,,,0.0568,,0.0247,,block of flats,0.0491,"Stone, brick",No,3.0,0.0,3.0,0.0,-2575.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100198,0,Cash loans,M,Y,Y,1,135000.0,531000.0,32616.0,531000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-13116,-1786,-7237.0,-3168,1.0,1,1,0,1,0,0,Drivers,3.0,2,2,MONDAY,10,0,0,0,0,0,0,Self-employed,,0.7489161279000881,0.6397075677637197,0.0722,0.002,0.9781,0.7008,0.0078,0.0,0.1379,0.1667,0.0,0.0701,0.0588,0.0677,0.0,0.0016,0.0735,0.002,0.9782,0.7125,0.0079,0.0,0.1379,0.1667,0.0,0.0717,0.0643,0.0706,0.0,0.0017,0.0729,0.002,0.9781,0.7048,0.0079,0.0,0.1379,0.1667,0.0,0.0713,0.0599,0.0689,0.0,0.0016,reg oper account,block of flats,0.0579,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100208,0,Cash loans,M,N,N,1,180000.0,888840.0,29016.0,675000.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.007114,-12648,-2802,-2109.0,-4594,,1,1,0,1,0,0,Laborers,3.0,2,2,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.3427122104865105,0.6344549499357989,0.7062051096536562,0.0351,0.0547,0.9886,0.8436,0.0099,0.0,0.1034,0.1667,0.2083,,0.0286,0.0451,0.0039,0.0062,0.0357,0.0568,0.9886,0.8497,0.01,0.0,0.1034,0.1667,0.2083,,0.0312,0.047,0.0039,0.0066,0.0354,0.0547,0.9886,0.8457,0.01,0.0,0.1034,0.1667,0.2083,,0.0291,0.0459,0.0039,0.0063,reg oper account,block of flats,0.0409,Mixed,No,0.0,0.0,0.0,0.0,-1127.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,2.0
100217,0,Cash loans,F,N,N,0,180000.0,254700.0,25321.5,225000.0,Family,Working,Secondary / secondary special,Separated,House / apartment,0.00496,-13620,-1403,-5451.0,-4225,,1,1,0,1,0,1,Laborers,1.0,2,2,MONDAY,14,0,0,0,0,0,0,Self-employed,0.5216328501389592,0.3914359469034673,0.4276573700350293,0.0082,,0.9518,,,,,0.0417,,,,,,,0.0084,,0.9518,,,,,0.0417,,,,,,,0.0083,,0.9518,,,,,0.0417,,,,,,,,block of flats,0.0015,,No,1.0,0.0,1.0,0.0,-252.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
100220,0,Cash loans,F,N,Y,0,225000.0,1040985.0,30568.5,909000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.0038179999999999,-14823,-185,-1147.0,-4138,,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,6,0,0,0,0,0,0,Self-employed,,0.6263387445759298,0.6075573001388961,0.0907,0.1012,0.9816,0.7484,,0.0,0.2069,0.1667,0.2083,,0.074,0.0854,0.0,0.039,0.0924,0.105,0.9816,0.7583,,0.0,0.2069,0.1667,0.2083,,0.0808,0.0889,0.0,0.0413,0.0916,0.1012,0.9816,0.7518,,0.0,0.2069,0.1667,0.2083,,0.0752,0.0869,0.0,0.0398,reg oper account,block of flats,0.0681,Panel,No,2.0,0.0,2.0,0.0,-1898.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
100225,0,Cash loans,M,Y,N,2,157500.0,720000.0,28552.5,720000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.030755,-14144,-4516,-1516.0,-4616,7.0,1,1,0,1,1,0,Sales staff,4.0,2,2,THURSDAY,10,0,0,0,0,1,1,Self-employed,,0.7221783702089665,0.6347055309763198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1450.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
